location,latitude,longitude,property_type,option,guests,number_of_bedrooms,amenities,seasonality,base_price,bathrooms,bed_type,beds,neighborhood,guest_type,images,title,description
New Christinechester,15.2991875,47.922595,Farm,An entire place,2,2,"['dedicated wokplacepool', 'kitchenSwimming Pool', 'beach access', 'Air Conditioning', 'excercise eqipment', 'TV', 'outdoor shower', 'first aid kit']",Summer,507.9472789875734,2,Queen,3,Mountain View,An experienced guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600']",Suffer sing fly trip.,Seek marriage something. Executive organization cell prevent both there record.
North Kelseyshire,-89.6256425,82.610089,Guesthouse,A room,3,1,"['Air Conditioning', 'excercise eqipment', 'paid parking on premises', 'Free parking on premises', 'first aid kit', 'WiFi', 'carbon monoxide alarm', 'beach access', 'fire extinguisher', 'indore fire place', 'dedicated wokplacepool', 'outdoor shower', 'pool table', 'TV', 'piano', 'Kitchen', 'kitchenSwimming Pool', 'BBQ grill']",Winter,3123.40856883991,1,Queen,2,Downtown,An experienced guest,"['https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600']",Industry what cell region fund.,Not say open dream player director. Page thus argue source reflect market student.
New Troyhaven,-86.876695,114.721237,Farm,A shared room,5,3,"['beach access', 'ski-in/ski-out', 'paid parking on premises', 'outdoor shower', 'dedicated wokplacepool', 'excercise eqipment', 'smoke alarm', 'TV', 'indore fire place', 'BBQ grill', 'first aid kit', 'kitchenSwimming Pool']",Summer,3092.5951696087386,7,Single,7,Downtown,An experienced guest,"['https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600']",Happy eye energy left.,Relationship learn quickly material. Production maintain present best name. Nature whatever watch ask alone home sit.
Rodriguezfurt,-75.5045905,29.871348,Guesthouse,An entire place,4,2,"['first aid kit', 'BBQ grill', 'Kitchen', 'WiFi', 'ski-in/ski-out', 'pool table', 'excercise eqipment', 'carbon monoxide alarm', 'outdoor shower', 'Air Conditioning', 'TV', 'kitchenSwimming Pool', 'fire extinguisher', 'paid parking on premises', 'smoke alarm', 'beach access']",Autumn,1438.0786463459265,3,Single,5,Suburb,An experienced guest,"['https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",Author do generation everyone.,Example community soldier player. Rise official second together score answer example.
Johnfort,-49.8050425,152.795713,Cave,A shared room,5,1,"['first aid kit', 'Air Conditioning', 'dedicated wokplacepool', 'carbon monoxide alarm', 'fire extinguisher', 'TV', 'ski-in/ski-out']",Summer,3091.8738358576393,1,Single,4,Suburb,An experienced guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600']",Country thought experience final.,Computer thousand market blue always leg enjoy knowledge. Pay writer part everything page apply this her.
Lauriefurt,78.803547,140.556762,Farm,An entire place,4,3,"['carbon monoxide alarm', 'BBQ grill', 'Kitchen', 'beach access', 'first aid kit', 'TV', 'indore fire place', 'pool table', 'Free parking on premises', 'piano', 'paid parking on premises']",Winter,3707.260817980212,3,Single,7,Suburb,An experienced guest,"['https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600']",Image buy popular.,Treat year foreign. Budget wife interesting customer buy plan poor require. Generation raise cost discussion action.
Campbellbury,87.826613,-110.296773,House,An entire place,5,2,"['fire extinguisher', 'indore fire place', 'Kitchen', 'smoke alarm', 'pool table', 'Air Conditioning', 'ski-in/ski-out', 'kitchenSwimming Pool', 'beach access']",Autumn,1828.9286057503316,5,Double,6,Waterfront,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600']",Business sell couple a.,Respond leave writer apply peace friend lose.
Michaeltown,60.836633,-112.558778,Hotel,An entire place,2,4,['Air Conditioning'],Autumn,1559.2992359190018,7,Queen,7,Downtown,An experienced guest,"['https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600']",Cost best fast mission.,May toward nothing be. Relate amount boy service defense enjoy piece. Speech name deep feel learn.
West Amanda,-89.5698295,108.517223,Hotel,A shared room,5,5,"['ski-in/ski-out', 'dedicated wokplacepool', 'excercise eqipment', 'smoke alarm', 'pool table']",Winter,2633.14870719458,7,Double,8,Mountain View,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600']",Rock market huge vote.,Southern fight listen. Soldier relationship range space long. Land after have fast same more also.
Justinfort,41.7499135,-9.778215,Apartment,An entire place,5,1,"['Kitchen', 'beach access', 'indore fire place', 'pool table', 'piano', 'outdoor shower', 'fire extinguisher', 'ski-in/ski-out']",Autumn,4066.1531279512824,1,Single,4,Waterfront,An experienced guest,"['https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600']",Marriage war action somebody director available actually.,Start political town modern. Help beyond small major how visit term method.
Millerborough,-68.283612,115.855277,Villa,A room,3,3,"['kitchenSwimming Pool', 'excercise eqipment', 'first aid kit', 'pool table', 'beach access', 'smoke alarm', 'dedicated wokplacepool', 'indore fire place', 'outdoor shower', 'Free parking on premises', 'paid parking on premises', 'ski-in/ski-out', 'Kitchen', 'piano', 'carbon monoxide alarm', 'TV', 'WiFi', 'Air Conditioning', 'fire extinguisher', 'BBQ grill']",Autumn,4056.665324882532,6,Queen,5,Suburb,An experienced guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600']",Blood admit face enter before.,Laugh pressure budget which. Support because focus difference run language.
Brownborough,75.215873,-119.954294,Villa,An entire place,3,5,"['paid parking on premises', 'Air Conditioning', 'outdoor shower', 'dedicated wokplacepool', 'piano', 'TV', 'ski-in/ski-out', 'beach access', 'excercise eqipment', 'Free parking on premises', 'fire extinguisher', 'indore fire place', 'first aid kit', 'pool table', 'Kitchen', 'BBQ grill']",Summer,2715.9025505563404,8,Single,7,Waterfront,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600']",Because author different culture speech.,Herself safe design if. Despite because little participant end born. Game size home behavior walk. Street series business small whatever.
Kayleeborough,71.2084235,-63.302661,Villa,A shared room,3,4,"['TV', 'fire extinguisher', 'first aid kit', 'Air Conditioning', 'piano', 'beach access', 'carbon monoxide alarm', 'ski-in/ski-out', 'outdoor shower', 'dedicated wokplacepool', 'indore fire place', 'smoke alarm', 'pool table', 'WiFi', 'kitchenSwimming Pool', 'Kitchen', 'paid parking on premises', 'Free parking on premises', 'BBQ grill']",Autumn,208.5607701539723,8,Queen,5,Mountain View,An experienced guest,"['https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600']",Interest result member free on.,Second scene sport economic memory. There need movement hard political accept child ever. Number see foreign church resource. Give player whole pressure option sister.
New Thomasbury,-72.3551955,-103.329951,Hotel,A room,1,5,"['first aid kit', 'TV', 'fire extinguisher', 'piano', 'paid parking on premises', 'smoke alarm', 'dedicated wokplacepool', 'excercise eqipment', 'Free parking on premises', 'WiFi', 'Air Conditioning']",Summer,585.7432316656112,5,King,9,Mountain View,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600']",White character try.,Direction yet ready beautiful responsibility get speak. By attorney require case.
Port Markstad,-6.0569235,-118.189737,Apartment,An entire place,2,2,"['Free parking on premises', 'outdoor shower', 'paid parking on premises', 'carbon monoxide alarm', 'pool table', 'first aid kit', 'ski-in/ski-out', 'BBQ grill', 'beach access', 'dedicated wokplacepool', 'Air Conditioning', 'excercise eqipment', 'kitchenSwimming Pool', 'Kitchen', 'piano', 'TV', 'WiFi']",Summer,1993.3653675673759,2,Single,5,Downtown,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600']",Realize face call he ready.,Maybe hundred team fact of prepare. Arm ball follow general than stand school.
Ronaldbury,-14.408713,-137.295334,Cabin,A room,1,3,"['beach access', 'indore fire place', 'Kitchen', 'piano', 'TV', 'BBQ grill', 'kitchenSwimming Pool', 'carbon monoxide alarm', 'dedicated wokplacepool', 'WiFi', 'Air Conditioning', 'Free parking on premises', 'excercise eqipment', 'first aid kit', 'smoke alarm', 'paid parking on premises', 'pool table', 'outdoor shower']",Winter,1346.992247274661,5,King,5,Waterfront,An experienced guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600']",Point too easy admit two measure whole.,Head oil hot than table social. Bar serious control reveal perform occur home economic.
Lake John,-52.725344,112.975513,Apartment,A shared room,5,5,"['beach access', 'WiFi', 'indore fire place', 'outdoor shower', 'first aid kit', 'dedicated wokplacepool', 'Kitchen', 'smoke alarm', 'pool table', 'paid parking on premises']",Summer,1508.8148415701633,8,Queen,7,Downtown,An experienced guest,"['https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600']",Way near hand course.,His she up officer.
Emilyview,59.4477235,46.458371,Hotel,A shared room,1,1,"['BBQ grill', 'beach access', 'first aid kit', 'carbon monoxide alarm', 'outdoor shower', 'fire extinguisher', 'WiFi', 'Free parking on premises', 'Kitchen', 'kitchenSwimming Pool', 'dedicated wokplacepool', 'Air Conditioning', 'ski-in/ski-out', 'paid parking on premises', 'piano', 'indore fire place', 'smoke alarm', 'pool table', 'excercise eqipment', 'TV']",Winter,2614.4702136921555,2,Queen,4,Mountain View,An experienced guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600']",Ask strategy bed society.,Serve reach get culture. Seven oil heavy effort.
West Rachel,58.217464,-152.083362,Guesthouse,A room,4,2,"['WiFi', 'indore fire place', 'ski-in/ski-out', 'fire extinguisher', 'Air Conditioning', 'first aid kit', 'dedicated wokplacepool', 'carbon monoxide alarm', 'outdoor shower', 'TV', 'pool table', 'smoke alarm', 'paid parking on premises', 'excercise eqipment', 'piano', 'BBQ grill', 'Free parking on premises', 'beach access', 'kitchenSwimming Pool', 'Kitchen']",Winter,4403.812702151114,3,Single,3,Mountain View,An experienced guest,"['https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600']",News serve strong.,Support both try large fill. Play purpose human address reality relate.
East Brandiport,22.652539,110.679065,Guesthouse,An entire place,4,4,"['ski-in/ski-out', 'Free parking on premises', 'smoke alarm', 'piano', 'carbon monoxide alarm', 'TV', 'Kitchen', 'dedicated wokplacepool', 'BBQ grill', 'excercise eqipment', 'WiFi', 'pool table']",Autumn,4553.735444630976,6,Queen,8,Suburb,An experienced guest,"['https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600']",Different natural design measure.,Account above maybe might. Pretty image over budget act everything. Program indeed money learn room special walk.
South Christian,40.9749105,36.695286,Cabin,A room,4,4,"['Free parking on premises', 'indore fire place', 'paid parking on premises', 'Air Conditioning', 'excercise eqipment', 'TV', 'Kitchen', 'carbon monoxide alarm', 'piano', 'first aid kit', 'ski-in/ski-out', 'beach access', 'outdoor shower', 'smoke alarm', 'BBQ grill', 'fire extinguisher', 'kitchenSwimming Pool', 'pool table', 'WiFi', 'dedicated wokplacepool']",Autumn,2630.998182635991,4,Single,6,Downtown,An experienced guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600']",Another education item.,Offer draw role forward attack go. Audience from consider system explain some. Ever child information significant case could city.
Ronaldberg,-16.5357625,-139.818675,Hotel,A shared room,3,2,"['WiFi', 'fire extinguisher', 'Free parking on premises', 'BBQ grill', 'dedicated wokplacepool', 'indore fire place', 'paid parking on premises', 'ski-in/ski-out', 'Kitchen', 'beach access', 'outdoor shower', 'smoke alarm', 'piano', 'TV', 'excercise eqipment', 'kitchenSwimming Pool']",Winter,335.10293427385653,2,Double,3,Waterfront,Any Airbnb guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600']",Newspaper where feel it.,Eye but around. Force crime poor interesting realize deal.
